away_team_score,game_date,home_team_score,month,year,game_time,id,away_team,boardse,highlight_thumb,highlight_url,home_team,record_type,remarks,stadium,victory_team
7.0,2022-07-30,5.0,7,2022,18:00,2344,SSG,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20220730&gameId=20220730SKHT0&section=HIGHLIGHT,,,KIA,경기일정,-,광주,SSG
3.0,2022-07-30,3.0,7,2022,18:00,2343,키움,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20220730&gameId=20220730WONC0&section=HIGHLIGHT,,,NC,경기일정,-,창원,무승부
9.0,2022-07-30,8.0,7,2022,18:00,2342,롯데,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20220730&gameId=20220730LTSS0&section=HIGHLIGHT,,,삼성,경기일정,-,대구,롯데
,2022-07-31,,7,2022,17:00,2345,두산,,,,한화,경기일정,우천취소,한밭,
,2022-07-31,,7,2022,17:00,2346,KT,,,,LG,경기일정,우천취소,잠실,
3.0,2022-07-31,2.0,7,2022,17:00,2349,SSG,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20220731&gameId=20220731SKHT0&section=HIGHLIGHT,,,KIA,경기일정,-,광주,SSG
,2022-07-31,,7,2022,17:00,2348,키움,,,,NC,경기일정,우천취소,창원,
5.0,2022-07-31,5.0,7,2022,17:00,2347,롯데,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20220731&gameId=20220731LTSS0&section=HIGHLIGHT,,,삼성,경기일정,-,대구,무승부
4.0,2022-08-02,5.0,8,2022,18:30,2350,KIA,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20220802&gameId=20220802HTHH0&section=HIGHLIGHT,,,한화,경기일정,-,한밭,한화
,2022-08-02,,8,2022,18:30,2351,삼성,,,,두산,경기일정,우천취소,잠실,
3.0,2022-08-02,4.0,8,2022,18:30,2352,LG,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20220802&gameId=20220802LGLT0&section=HIGHLIGHT,,,롯데,경기일정,-,사직,롯데
,2022-08-02,,8,2022,18:30,2353,KT,,,,NC,경기일정,우천취소,창원,
7.0,2022-08-02,5.0,8,2022,18:30,2354,SSG,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20220802&gameId=20220802SKWO0&section=HIGHLIGHT,,,키움,경기일정,-,고척,SSG
2.0,2022-08-03,3.0,8,2022,18:30,2359,SSG,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20220803&gameId=20220803SKWO0&section=HIGHLIGHT,,,키움,경기일정,-,고척,키움
15.0,2022-08-03,2.0,8,2022,18:30,2358,KT,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20220803&gameId=20220803KTNC0&section=HIGHLIGHT,,,NC,경기일정,-,창원,KT
6.0,2022-08-03,3.0,8,2022,18:30,2355,KIA,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20220803&gameId=20220803HTHH0&section=HIGHLIGHT,,,한화,경기일정,-,한밭,KIA
1.0,2022-08-03,3.0,8,2022,18:30,2356,삼성,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20220803&gameId=20220803SSOB0&section=HIGHLIGHT,,,두산,경기일정,-,잠실,두산
4.0,2022-08-03,1.0,8,2022,18:30,2357,LG,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20220803&gameId=20220803LGLT0&section=HIGHLIGHT,,,롯데,경기일정,-,사직,LG
6.0,2022-08-04,5.0,8,2022,18:30,2364,SSG,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20220804&gameId=20220804SKWO0&section=HIGHLIGHT,,,키움,경기일정,-,고척,SSG
3.0,2022-08-04,4.0,8,2022,18:30,2363,KT,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20220804&gameId=20220804KTNC0&section=HIGHLIGHT,,,NC,경기일정,-,창원,NC
12.0,2022-08-04,2.0,8,2022,18:30,2362,LG,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20220804&gameId=20220804LGLT0&section=HIGHLIGHT,,,롯데,경기일정,-,사직,LG
9.0,2022-08-04,2.0,8,2022,18:30,2361,삼성,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20220804&gameId=20220804SSOB0&section=HIGHLIGHT,,,두산,경기일정,-,잠실,삼성
1.0,2022-08-04,4.0,8,2022,18:30,2360,KIA,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20220804&gameId=20220804HTHH0&section=HIGHLIGHT,,,한화,경기일정,-,한밭,한화
5.0,2022-08-05,3.0,8,2022,18:30,2369,두산,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20220805&gameId=20220805OBHT0&section=HIGHLIGHT,,,KIA,경기일정,-,광주,두산
1.0,2022-08-05,5.0,8,2022,18:30,2368,한화,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20220805&gameId=20220805HHKT0&section=HIGHLIGHT,,,KT,경기일정,-,수원,KT
8.0,2022-08-05,7.0,8,2022,18:30,2365,키움,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20220805&gameId=20220805WOLG0&section=HIGHLIGHT,,,LG,경기일정,-,잠실,키움
3.0,2022-08-05,1.0,8,2022,18:30,2366,삼성,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20220805&gameId=20220805SSSK0&section=HIGHLIGHT,,,SSG,경기일정,-,문학,삼성
2.0,2022-08-05,7.0,8,2022,18:30,2367,NC,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20220805&gameId=20220805NCLT0&section=HIGHLIGHT,,,롯데,경기일정,-,사직,롯데
7.0,2022-08-06,4.0,8,2022,18:00,2374,두산,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20220806&gameId=20220806OBHT0&section=HIGHLIGHT,,,KIA,경기일정,-,광주,두산
2.0,2022-08-06,4.0,8,2022,18:00,2373,한화,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20220806&gameId=20220806HHKT0&section=HIGHLIGHT,,,KT,경기일정,-,수원,KT
10.0,2022-08-06,1.0,8,2022,18:00,2372,NC,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20220806&gameId=20220806NCLT0&section=HIGHLIGHT,,,롯데,경기일정,-,사직,NC
6.0,2022-08-06,7.0,8,2022,18:00,2371,삼성,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20220806&gameId=20220806SSSK0&section=HIGHLIGHT,,,SSG,경기일정,-,문학,SSG
3.0,2022-08-06,12.0,8,2022,18:00,2370,키움,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20220806&gameId=20220806WOLG0&section=HIGHLIGHT,,,LG,경기일정,-,잠실,LG
4.0,2022-08-07,5.0,8,2022,17:00,2379,두산,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20220807&gameId=20220807OBHT0&section=HIGHLIGHT,,,KIA,경기일정,-,광주,KIA
6.0,2022-08-07,5.0,8,2022,17:00,2378,한화,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20220807&gameId=20220807HHKT0&section=HIGHLIGHT,,,KT,경기일정,-,수원,한화
0.0,2022-08-07,5.0,8,2022,17:00,2375,키움,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20220807&gameId=20220807WOLG0&section=HIGHLIGHT,,,LG,경기일정,-,잠실,LG
6.0,2022-08-07,7.0,8,2022,17:00,2376,삼성,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20220807&gameId=20220807SSSK0&section=HIGHLIGHT,,,SSG,경기일정,-,문학,SSG
14.0,2022-08-07,0.0,8,2022,17:00,2377,NC,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20220807&gameId=20220807NCLT0&section=HIGHLIGHT,,,롯데,경기일정,-,사직,NC
4.0,2022-08-10,3.0,8,2022,18:30,2384,롯데,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20220810&gameId=20220810LTWO0&section=HIGHLIGHT,,,키움,경기일정,-,고척,롯데
,2022-08-10,,8,2022,18:30,2380,LG,,,,한화,경기일정,우천취소,한밭,
11.0,2022-08-10,0.0,8,2022,18:30,2381,NC,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20220810&gameId=20220810NCOB0&section=HIGHLIGHT,,,두산,경기일정,-,잠실,NC
2.0,2022-08-10,4.0,8,2022,18:30,2382,KT,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20220810&gameId=20220810KTSK0&section=HIGHLIGHT,,,SSG,경기일정,-,문학,SSG
2.0,2022-08-10,3.0,8,2022,18:30,2383,KIA,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20220810&gameId=20220810HTSS0&section=HIGHLIGHT,,,삼성,경기일정,-,대구,삼성
,2022-08-11,,8,2022,18:30,2385,LG,,,,한화,경기일정,우천취소,한밭,
3.0,2022-08-11,0.0,8,2022,18:30,2389,롯데,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20220811&gameId=20220811LTWO0&section=HIGHLIGHT,,,키움,경기일정,-,고척,롯데
,2022-08-11,,8,2022,18:30,2388,KIA,,,,삼성,경기일정,우천취소,대구,
2.0,2022-08-11,4.0,8,2022,18:30,2387,KT,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20220811&gameId=20220811KTSK0&section=HIGHLIGHT,,,SSG,경기일정,-,문학,SSG
3.0,2022-08-11,2.0,8,2022,18:30,2386,NC,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20220811&gameId=20220811NCOB0&section=HIGHLIGHT,,,두산,경기일정,-,잠실,NC
6.0,2022-08-12,5.0,8,2022,18:30,2390,LG,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20220812&gameId=20220812LGHH0&section=HIGHLIGHT,,,한화,경기일정,-,한밭,LG
1.0,2022-08-12,7.0,8,2022,18:30,2391,NC,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20220812&gameId=20220812NCOB0&section=HIGHLIGHT,,,두산,경기일정,-,잠실,두산
9.0,2022-08-12,5.0,8,2022,18:30,2392,KT,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20220812&gameId=20220812KTSK0&section=HIGHLIGHT,,,SSG,경기일정,-,문학,KT
6.0,2022-08-12,7.0,8,2022,18:30,2393,KIA,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20220812&gameId=20220812HTSS0&section=HIGHLIGHT,,,삼성,경기일정,-,대구,삼성
4.0,2022-08-12,1.0,8,2022,18:30,2394,롯데,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20220812&gameId=20220812LTWO0&section=HIGHLIGHT,,,키움,경기일정,-,고척,롯데
8.0,2022-08-13,2.0,8,2022,18:00,2396,SSG,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20220813&gameId=20220813SKOB0&section=HIGHLIGHT,,,두산,경기일정,-,잠실,SSG
8.0,2022-08-13,6.0,8,2022,18:00,2395,키움,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20220813&gameId=20220813WOHH0&section=HIGHLIGHT,,,한화,경기일정,-,한밭,키움
,2022-08-13,,8,2022,18:00,2397,LG,,,,NC,경기일정,우천취소,창원,
1.0,2022-08-13,8.0,8,2022,18:00,2398,삼성,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20220813&gameId=20220813SSKT0&section=HIGHLIGHT,,,KT,경기일정,-,수원,KT
0.0,2022-08-13,9.0,8,2022,18:00,2399,롯데,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20220813&gameId=20220813LTHT0&section=HIGHLIGHT,,,KIA,경기일정,-,광주,KIA
12.0,2022-08-14,8.0,8,2022,17:00,2400,키움,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20220814&gameId=20220814WOHH0&section=HIGHLIGHT,,,한화,경기일정,-,한밭,키움
5.0,2022-08-14,4.0,8,2022,17:00,2401,SSG,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20220814&gameId=20220814SKOB0&section=HIGHLIGHT,,,두산,경기일정,-,잠실,SSG
2.0,2022-08-14,6.0,8,2022,17:00,2402,LG,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20220814&gameId=20220814LGNC0&section=HIGHLIGHT,,,NC,경기일정,-,창원,NC
2.0,2022-08-14,3.0,8,2022,17:00,2403,삼성,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20220814&gameId=20220814SSKT0&section=HIGHLIGHT,,,KT,경기일정,-,수원,KT
5.0,2022-08-14,1.0,8,2022,17:00,2404,롯데,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20220814&gameId=20220814LTHT0&section=HIGHLIGHT,,,KIA,경기일정,-,광주,롯데
,2022-08-16,,8,2022,18:30,2406,두산,,,,롯데,경기일정,우천취소,사직,
3.0,2022-08-16,6.0,8,2022,18:30,2405,삼성,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20220816&gameId=20220816SSLG0&section=HIGHLIGHT,,,LG,경기일정,-,잠실,LG
,2022-08-16,,8,2022,18:30,2407,한화,,,,NC,경기일정,우천취소,창원,
,2022-08-16,,8,2022,18:30,2409,SSG,,,,KIA,경기일정,우천취소,광주,
4.0,2022-08-16,5.0,8,2022,18:30,2408,키움,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20220816&gameId=20220816WOKT0&section=HIGHLIGHT,,,KT,경기일정,-,수원,KT
7.0,2022-08-17,11.0,8,2022,18:30,2410,삼성,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20220817&gameId=20220817SSLG0&section=HIGHLIGHT,,,LG,경기일정,-,잠실,LG
6.0,2022-08-17,8.0,8,2022,18:30,2411,두산,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20220817&gameId=20220817OBLT0&section=HIGHLIGHT,,,롯데,경기일정,-,사직,롯데
4.0,2022-08-17,6.0,8,2022,18:30,2412,한화,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20220817&gameId=20220817HHNC0&section=HIGHLIGHT,,,NC,경기일정,-,창원,NC
2.0,2022-08-17,3.0,8,2022,18:30,2413,키움,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20220817&gameId=20220817WOKT0&section=HIGHLIGHT,,,KT,경기일정,-,수원,KT
3.0,2022-08-17,4.0,8,2022,18:30,2414,SSG,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20220817&gameId=20220817SKHT0&section=HIGHLIGHT,,,KIA,경기일정,-,광주,KIA
7.0,2022-08-18,4.0,8,2022,18:30,2415,삼성,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20220818&gameId=20220818SSHH0&section=HIGHLIGHT,,,한화,경기일정,-,한밭,삼성
2.0,2022-08-18,10.0,8,2022,18:30,2416,키움,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20220818&gameId=20220818WOOB0&section=HIGHLIGHT,,,두산,경기일정,-,잠실,두산
0.0,2022-08-18,1.0,8,2022,18:30,2418,KT,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20220818&gameId=20220818KTLT0&section=HIGHLIGHT,,,롯데,경기일정,-,사직,롯데
8.0,2022-08-18,4.0,8,2022,18:30,2417,LG,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20220818&gameId=20220818LGSK0&section=HIGHLIGHT,,,SSG,경기일정,-,문학,LG
14.0,2022-08-18,8.0,8,2022,18:30,2419,NC,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20220818&gameId=20220818NCHT0&section=HIGHLIGHT,,,KIA,경기일정,-,광주,NC
,2022-08-19,,8,2022,18:30,2421,키움,,,,두산,경기일정,우천취소,잠실,
,2022-08-19,,8,2022,18:30,2422,LG,,,,SSG,경기일정,그라운드사정,문학,
4.0,2022-08-19,3.0,8,2022,18:30,2423,KT,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20220819&gameId=20220819KTLT0&section=HIGHLIGHT,,,롯데,경기일정,-,사직,KT
9.0,2022-08-19,12.0,8,2022,18:30,2424,NC,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20220819&gameId=20220819NCHT0&section=HIGHLIGHT,,,KIA,경기일정,-,광주,KIA
9.0,2022-08-19,5.0,8,2022,18:30,2420,삼성,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20220819&gameId=20220819SSHH0&section=HIGHLIGHT,,,한화,경기일정,-,한밭,삼성
14.0,2022-08-20,7.0,8,2022,14:00,2425,SSG,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20220820&gameId=20220820SKWO0&section=HIGHLIGHT,,,키움,경기일정,-,고척,SSG
1.0,2022-08-20,6.0,8,2022,18:00,2426,두산,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20220820&gameId=20220820OBLG0&section=HIGHLIGHT,,,LG,경기일정,-,잠실,LG
5.0,2022-08-20,3.0,8,2022,18:00,2427,한화,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20220820&gameId=20220820HHLT0&section=HIGHLIGHT,,,롯데,경기일정,-,사직,한화
,2022-08-20,,8,2022,18:00,2428,NC,,,,삼성,경기일정,그라운드사정,대구,
5.0,2022-08-20,2.0,8,2022,18:00,2429,KIA,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20220820&gameId=20220820HTKT0&section=HIGHLIGHT,,,KT,경기일정,-,수원,KIA
6.0,2022-08-21,1.0,8,2022,14:00,2430,SSG,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20220821&gameId=20220821SKWO0&section=HIGHLIGHT,,,키움,경기일정,-,고척,SSG
6.0,2022-08-21,2.0,8,2022,17:00,2433,NC,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20220821&gameId=20220821NCSS0&section=HIGHLIGHT,,,삼성,경기일정,-,대구,NC
1.0,2022-08-21,8.0,8,2022,17:00,2432,한화,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20220821&gameId=20220821HHLT0&section=HIGHLIGHT,,,롯데,경기일정,-,사직,롯데
4.0,2022-08-21,2.0,8,2022,17:00,2431,두산,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20220821&gameId=20220821OBLG0&section=HIGHLIGHT,,,LG,경기일정,-,잠실,두산
3.0,2022-08-21,11.0,8,2022,17:00,2434,KIA,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20220821&gameId=20220821HTKT0&section=HIGHLIGHT,,,KT,경기일정,-,수원,KT
4.0,2022-08-23,6.0,8,2022,18:30,2435,LG,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20220823&gameId=20220823LGHH0&section=HIGHLIGHT,,,한화,경기일정,-,한밭,한화
2.0,2022-08-23,1.0,8,2022,18:30,2436,KT,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20220823&gameId=20220823KTOB0&section=HIGHLIGHT,,,두산,경기일정,-,잠실,KT
3.0,2022-08-23,7.0,8,2022,18:30,2437,삼성,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20220823&gameId=20220823SSSK0&section=HIGHLIGHT,,,SSG,경기일정,-,문학,SSG
9.0,2022-08-23,3.0,8,2022,18:30,2438,롯데,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20220823&gameId=20220823LTNC0&section=HIGHLIGHT,,,NC,경기일정,-,창원,롯데
12.0,2022-08-23,3.0,8,2022,18:30,2439,KIA,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20220823&gameId=20220823HTWO0&section=HIGHLIGHT,,,키움,경기일정,-,고척,KIA
9.0,2022-08-24,2.0,8,2022,18:30,2440,LG,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20220824&gameId=20220824LGHH0&section=HIGHLIGHT,,,한화,경기일정,-,한밭,LG
5.0,2022-08-24,1.0,8,2022,18:30,2441,KT,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20220824&gameId=20220824KTOB0&section=HIGHLIGHT,,,두산,경기일정,-,잠실,KT
2.0,2022-08-24,4.0,8,2022,18:30,2442,삼성,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20220824&gameId=20220824SSSK0&section=HIGHLIGHT,,,SSG,경기일정,-,문학,SSG
2.0,2022-08-24,1.0,8,2022,18:30,2443,롯데,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20220824&gameId=20220824LTNC0&section=HIGHLIGHT,,,NC,경기일정,-,창원,롯데
10.0,2022-08-24,11.0,8,2022,18:30,2444,KIA,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20220824&gameId=20220824HTWO0&section=HIGHLIGHT,,,키움,경기일정,-,고척,키움
10.0,2022-08-25,9.0,8,2022,18:30,2448,키움,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20220825&gameId=20220825WONC0&section=HIGHLIGHT,,,NC,경기일정,-,창원,키움
9.0,2022-08-25,5.0,8,2022,18:30,2447,삼성,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20220825&gameId=20220825SSLT0&section=HIGHLIGHT,,,롯데,경기일정,-,사직,삼성
1.0,2022-08-25,0.0,8,2022,18:30,2446,KIA,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20220825&gameId=20220825HTLG0&section=HIGHLIGHT,,,LG,경기일정,-,잠실,KIA
0.0,2022-08-25,4.0,8,2022,18:30,2445,두산,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20220825&gameId=20220825OBHH0&section=HIGHLIGHT,,,한화,경기일정,-,한밭,한화
4.0,2022-08-25,5.0,8,2022,18:30,2449,SSG,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20220825&gameId=20220825SKKT0&section=HIGHLIGHT,,,KT,경기일정,-,수원,KT
1.0,2022-08-26,3.0,8,2022,18:30,2451,KIA,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20220826&gameId=20220826HTLG0&section=HIGHLIGHT,,,LG,경기일정,-,잠실,LG
1.0,2022-08-26,2.0,8,2022,18:30,2450,두산,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20220826&gameId=20220826OBHH0&section=HIGHLIGHT,,,한화,경기일정,-,한밭,한화
3.0,2022-08-26,8.0,8,2022,18:30,2452,삼성,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20220826&gameId=20220826SSLT0&section=HIGHLIGHT,,,롯데,경기일정,-,사직,롯데
6.0,2022-08-26,3.0,8,2022,18:30,2453,키움,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20220826&gameId=20220826WONC0&section=HIGHLIGHT,,,NC,경기일정,-,창원,키움
3.0,2022-08-26,12.0,8,2022,18:30,2454,SSG,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20220826&gameId=20220826SKKT0&section=HIGHLIGHT,,,KT,경기일정,-,수원,KT
0.0,2022-08-27,1.0,8,2022,18:00,2455,키움,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20220827&gameId=20220827WOLG0&section=HIGHLIGHT,,,LG,경기일정,-,잠실,LG
0.0,2022-08-27,10.0,8,2022,18:00,2456,롯데,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20220827&gameId=20220827LTSK0&section=HIGHLIGHT,,,SSG,경기일정,-,문학,SSG
4.0,2022-08-27,7.0,8,2022,18:00,2457,한화,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20220827&gameId=20220827HHSS0&section=HIGHLIGHT,,,삼성,경기일정,-,대구,삼성
2.0,2022-08-27,9.0,8,2022,18:00,2458,KT,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20220827&gameId=20220827KTNC0&section=HIGHLIGHT,,,NC,경기일정,-,창원,NC
2.0,2022-08-27,1.0,8,2022,18:00,2459,두산,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20220827&gameId=20220827OBHT0&section=HIGHLIGHT,,,KIA,경기일정,-,광주,두산
4.0,2022-08-28,2.0,8,2022,17:00,2461,롯데,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20220828&gameId=20220828LTSK0&section=HIGHLIGHT,,,SSG,경기일정,-,문학,롯데
0.0,2022-08-28,7.0,8,2022,17:00,2460,키움,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20220828&gameId=20220828WOLG0&section=HIGHLIGHT,,,LG,경기일정,-,잠실,LG
4.0,2022-08-28,5.0,8,2022,17:00,2462,한화,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20220828&gameId=20220828HHSS0&section=HIGHLIGHT,,,삼성,경기일정,-,대구,삼성
6.0,2022-08-28,11.0,8,2022,17:00,2464,두산,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20220828&gameId=20220828OBHT0&section=HIGHLIGHT,,,KIA,경기일정,-,광주,KIA
0.0,2022-08-28,5.0,8,2022,17:00,2463,KT,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20220828&gameId=20220828KTNC0&section=HIGHLIGHT,,,NC,경기일정,-,창원,NC
,2022-08-30,,8,2022,18:30,2465,KIA,,,,한화,경기일정,우천취소,한밭,
,2022-08-30,,8,2022,18:30,2466,NC,,,,LG,경기일정,우천취소,잠실,
,2022-08-30,,8,2022,18:30,2467,SSG,,,,삼성,경기일정,우천취소,대구,
,2022-08-30,,8,2022,18:30,2468,두산,,,,KT,경기일정,우천취소,수원,
5.0,2022-08-30,6.0,8,2022,18:30,2469,롯데,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20220830&gameId=20220830LTWO0&section=HIGHLIGHT,,,키움,경기일정,-,고척,키움
4.0,2022-08-31,3.0,8,2022,18:30,2470,KIA,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20220831&gameId=20220831HTHH0&section=HIGHLIGHT,,,한화,경기일정,-,한밭,KIA
3.0,2022-08-31,5.0,8,2022,18:30,2471,NC,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20220831&gameId=20220831NCLG0&section=HIGHLIGHT,,,LG,경기일정,-,잠실,LG
2.0,2022-08-31,5.0,8,2022,18:30,2473,두산,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20220831&gameId=20220831OBKT0&section=HIGHLIGHT,,,KT,경기일정,-,수원,KT
1.0,2022-08-31,2.0,8,2022,18:30,2472,SSG,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20220831&gameId=20220831SKSS0&section=HIGHLIGHT,,,삼성,경기일정,-,대구,삼성
4.0,2022-08-31,5.0,8,2022,18:30,2474,롯데,https://www.koreabaseball.com/Schedule/GameCenter/Main.aspx?gameDate=20220831&gameId=20220831LTWO0&section=HIGHLIGHT,,,키움,경기일정,-,고척,키움
